Time,Length,ARTT,Status
2024-07-07 08:10:00,3288002,40,0
2024-07-07 08:10:45,1760,31,0
2024-07-07 08:10:45,756,28,0
2024-07-07 08:10:45,356928,40,0
2024-07-07 08:10:45,528449,40,0
2024-07-07 08:10:46,14560,33,0
2024-07-07 08:10:46,1514,28,0
2024-07-07 08:10:46,720,34,0
2024-07-07 08:10:46,752,35,0
2024-07-07 08:10:46,2771256,40,0
2024-07-07 08:10:46,3527419,40,0
2024-07-07 08:10:46,54104,70,1
2024-07-07 08:10:46,105611,70,1
2024-07-07 08:10:47,9240,32,0
2024-07-07 08:10:47,760,46,1
2024-07-07 08:10:47,1818652,40,0
2024-07-07 08:10:47,2332894,40,0
2024-07-07 08:10:52,80,34,0
2024-07-07 08:10:52,3092,28,0
2024-07-07 08:10:52,160,37,0
2024-07-07 08:10:52,1709,37,0
2024-07-07 08:11:31,760,27,0
2024-07-07 08:11:31,40,40,0
2024-07-07 08:11:32,12200,32,0
2024-07-07 08:11:32,2272,30,0
2024-07-07 08:11:32,920,32,0
2024-07-07 08:11:32,750,30,0
2024-07-07 08:11:32,2213718,40,0
2024-07-07 08:11:32,2884392,40,0
2024-07-07 08:11:32,67302,70,1
2024-07-07 08:11:32,99323,70,1
2024-07-07 08:11:33,13120,32,0
2024-07-07 08:11:33,2274,32,0
2024-07-07 08:11:33,720,32,0
2024-07-07 08:11:33,752,28,0
2024-07-07 08:11:33,2509022,40,0
2024-07-07 08:11:33,3232019,40,0
2024-07-07 08:11:33,62056,70,1
2024-07-07 08:11:33,95781,70,1
2024-07-07 08:11:34,14600,33,0
2024-07-07 08:11:34,1514,30,0
2024-07-07 08:11:34,2693352,40,0
2024-07-07 08:11:34,3546957,40,0
