Time,Length,ARTT,Status
2024-07-18 10:46:37,2420,30,0
2024-07-18 10:46:37,2362675,34,0
2024-07-18 10:46:38,7240,30,0
2024-07-18 10:46:38,2615070,34,0
2024-07-18 10:46:39,6901,30,0
2024-07-18 10:46:39,3759753,34,0
2024-07-18 10:46:40,3129,28,0
2024-07-18 10:46:40,1278,34,0
2024-07-18 10:46:40,2549987,34,0
2024-07-18 10:47:11,3627,26,0
2024-07-18 10:47:11,71183,34,0
2024-07-18 10:47:12,5691,31,0
2024-07-18 10:47:12,3082107,34,0
2024-07-18 10:47:13,4828,32,0
2024-07-18 10:47:13,3666128,34,0
2024-07-18 10:47:14,7586,32,0
2024-07-18 10:47:14,2191986,34,0
2024-07-18 10:47:15,3921,28,0
2024-07-18 10:47:15,1278,34,0
2024-07-18 10:47:15,2731555,34,0
2024-07-18 10:47:16,6521,31,0
2024-07-18 10:47:16,4036521,34,0
2024-07-18 10:47:17,6352,29,0
2024-07-18 10:47:17,2192145,34,0
2024-07-18 10:47:18,3605,29,0
2024-07-18 10:47:18,1278,34,0
2024-07-18 10:47:18,3175007,34,0
2024-07-18 10:47:19,7783,30,0
2024-07-18 10:47:19,2556,34,0
2024-07-18 10:47:19,3523653,34,0
2024-07-18 10:47:20,2698,34,0
2024-07-18 10:47:20,1278,34,0
2024-07-18 10:47:20,2195077,34,0
2024-07-18 10:47:21,5611,29,0
2024-07-18 10:47:21,2556,34,0
2024-07-18 10:47:21,4270496,34,0
2024-07-18 10:47:29,40,43,0
2024-07-18 10:47:29,40,63,1
2024-07-18 10:47:33,100,27,0
2024-07-18 10:47:33,576,32,0
2024-07-18 10:47:33,88,40,0
2024-07-18 10:47:34,80,15,0
2024-07-18 10:47:34,556,24,0
2024-07-18 10:47:34,220,27,0
2024-07-18 10:47:34,2657,26,0
2024-07-18 10:47:34,80,40,0
2024-07-18 10:47:34,976,40,0
2024-07-18 10:47:34,448,43,0
2024-07-18 10:47:34,2811,43,0
2024-07-18 10:47:36,2092,19,0
2024-07-18 10:47:36,2742,40,0
2024-07-18 10:47:37,8130,29,0
2024-07-18 10:47:37,3834,34,0
2024-07-18 10:47:37,2526733,34,0
2024-07-18 10:47:38,2519,31,0
2024-07-18 10:47:38,2367457,34,0
2024-07-18 10:47:39,5814,31,0
2024-07-18 10:47:39,1278,34,0
2024-07-18 10:47:39,2740284,34,0
2024-07-18 10:47:40,9221,31,0
2024-07-18 10:47:40,3242295,34,0
2024-07-18 10:48:07,4600,30,0
2024-07-18 10:48:07,4641,30,0
2024-07-18 10:48:07,52517,31,0
2024-07-18 10:48:07,1278,34,0
2024-07-18 10:48:07,1039417,34,0
2024-07-18 10:48:08,10151,30,0
2024-07-18 10:48:08,2556,34,0
2024-07-18 10:48:08,4266470,34,0
2024-07-18 10:48:09,3252,28,0
2024-07-18 10:48:09,1278,34,0
2024-07-18 10:48:09,2206061,34,0
2024-07-18 10:48:10,3518,29,0
2024-07-18 10:48:10,1278,34,0
2024-07-18 10:48:10,2190981,34,0
2024-07-18 10:48:11,6988,31,0
2024-07-18 10:48:11,1278,34,0
2024-07-18 10:48:11,4508418,34,0
2024-07-18 10:48:12,7108,29,0
2024-07-18 10:48:12,2230188,34,0
2024-07-18 10:48:13,4606,32,0
2024-07-18 10:48:13,2902803,34,0
2024-07-18 10:48:14,3333,29,0
2024-07-18 10:48:14,2556,34,0
2024-07-18 10:48:14,2508596,34,0
2024-07-18 10:48:34,40,40,0
2024-07-18 10:48:34,40,43,0
2024-07-18 10:48:35,220,27,0
2024-07-18 10:48:35,1137,32,0
2024-07-18 10:48:35,300,35,0
2024-07-18 10:48:35,2657,28,0
2024-07-18 10:48:35,168,40,0
2024-07-18 10:48:35,1016,40,0
2024-07-18 10:48:35,448,43,0
2024-07-18 10:48:35,2914,43,0
2024-07-18 10:48:37,2092,32,0
2024-07-18 10:48:37,4259,32,0
2024-07-18 10:48:37,2902,40,0
2024-07-18 10:48:37,290763,34,0
2024-07-18 10:48:38,3904,29,0
2024-07-18 10:48:38,5197,26,0
2024-07-18 10:48:38,2474,28,0
2024-07-18 10:48:38,3689,22,0
2024-07-18 10:48:38,3749,36,0
2024-07-18 10:48:38,5491,27,0
2024-07-18 10:48:38,3246208,34,0
2024-07-18 10:48:38,6003,17,0
2024-07-18 10:48:38,6012,16,0
2024-07-18 10:48:38,6001,15,0
2024-07-18 10:48:39,3624,27,0
2024-07-18 10:48:39,1278,34,0
2024-07-18 10:48:39,2365415,34,0
2024-07-18 10:48:40,10037,30,0
2024-07-18 10:48:40,3988224,34,0
2024-07-18 10:48:41,3818,30,0
2024-07-18 10:48:41,1278,34,0
2024-07-18 10:48:41,2585521,34,0
2024-07-18 10:48:42,3315,28,0
2024-07-18 10:48:42,1278,34,0
2024-07-18 10:48:42,2347216,34,0
2024-07-18 10:48:43,11421,30,0
2024-07-18 10:48:43,1278,34,0
2024-07-18 10:48:43,4400005,34,0
2024-07-18 10:48:44,3581,32,0
2024-07-18 10:48:44,2368689,34,0
2024-07-18 10:48:45,3374,27,0
2024-07-18 10:48:45,2098615,34,0
2024-07-18 10:48:56,12803,30,0
2024-07-18 10:48:56,400,31,0
2024-07-18 10:48:56,1478,34,0
2024-07-18 10:48:56,14945,27,0
2024-07-18 10:48:56,256,27,0
2024-07-18 10:48:56,11541,27,0
2024-07-18 10:48:57,187,24,0
2024-07-18 10:48:57,103,27,0
2024-07-18 10:49:01,5233,27,0
2024-07-18 10:49:01,2897,44,0
2024-07-18 10:49:02,5616,36,0
2024-07-18 10:49:02,1814698,34,0
2024-07-18 10:49:03,7200,31,0
2024-07-18 10:49:03,1278,34,0
2024-07-18 10:49:03,2825613,34,0
2024-07-18 10:49:04,2532,28,0
2024-07-18 10:49:04,1965903,34,0
2024-07-18 10:49:05,2770,30,0
2024-07-18 10:49:05,2589588,34,0
2024-07-18 10:49:06,4466,33,0
2024-07-18 10:49:06,2640766,34,0
2024-07-18 10:49:08,7786,28,0
2024-07-18 10:49:08,2556,34,0
2024-07-18 10:49:08,1540155,34,0
2024-07-18 10:49:09,6053,31,0
2024-07-18 10:49:09,3406207,34,0
2024-07-18 10:49:10,4704,28,0
2024-07-18 10:49:10,1278,34,0
2024-07-18 10:49:10,3563493,34,0
2024-07-18 10:49:11,1158,26,0
2024-07-18 10:49:11,448806,34,0
2024-07-18 10:49:31,4259,27,0
2024-07-18 10:49:31,4420,30,0
2024-07-18 10:49:31,252,44,0
2024-07-18 10:49:31,263433,34,0
2024-07-18 10:49:32,58,36,0
2024-07-18 10:49:32,7574,28,0
2024-07-18 10:49:32,105,44,0
2024-07-18 10:49:32,3847544,34,0
2024-07-18 10:49:33,2697,31,0
2024-07-18 10:49:33,1278,34,0
2024-07-18 10:49:33,2398856,34,0
2024-07-18 10:49:34,8371,28,0
2024-07-18 10:49:34,3352415,34,0
2024-07-18 10:49:35,4200,30,0
2024-07-18 10:49:35,40,40,0
2024-07-18 10:49:35,40,43,0
2024-07-18 10:49:35,2815448,34,0
2024-07-18 10:49:36,3103,29,0
2024-07-18 10:49:36,1278,34,0
2024-07-18 10:49:36,2775291,34,0
2024-07-18 10:49:37,6282,32,0
2024-07-18 10:49:37,4384422,34,0
2024-07-18 10:49:38,2092,29,0
2024-07-18 10:49:38,5834,29,0
2024-07-18 10:49:38,4128,40,0
2024-07-18 10:49:38,1575863,34,0
2024-07-18 10:49:39,3380,30,0
2024-07-18 10:49:39,1278,34,0
2024-07-18 10:49:39,2755500,34,0
2024-07-18 10:49:40,6174,30,0
2024-07-18 10:49:40,1278,34,0
2024-07-18 10:49:40,4459701,34,0
2024-07-18 10:49:41,1430,31,0
2024-07-18 10:49:41,720533,34,0
2024-07-18 10:49:42,180,23,0
2024-07-18 10:49:42,1132,21,0
2024-07-18 10:49:42,140,28,0
2024-07-18 10:49:42,2578,32,0
2024-07-18 10:49:42,484,46,1
2024-07-18 10:49:42,168,40,0
2024-07-18 10:49:42,976,40,0
2024-07-18 10:49:42,408,43,0
2024-07-18 10:49:42,2195,43,0
2024-07-18 10:49:42,403794,34,0
2024-07-18 10:49:43,40,24,0
2024-07-18 10:49:43,79,36,0
2024-07-18 10:49:43,40,43,0
2024-07-18 10:49:43,705,43,0
2024-07-18 10:50:00,80,27,0
2024-07-18 10:50:10,5072,28,0
2024-07-18 10:50:10,611047,34,0
2024-07-18 10:50:11,4382,30,0
2024-07-18 10:50:11,2799429,34,0
2024-07-18 10:50:12,7606,31,0
2024-07-18 10:50:12,2556,34,0
2024-07-18 10:50:12,4559558,34,0
2024-07-18 10:50:13,7163,29,0
2024-07-18 10:50:13,1278,34,0
2024-07-18 10:50:13,2191219,34,0
2024-07-18 10:50:14,3607,32,0
2024-07-18 10:50:14,2589266,34,0
2024-07-18 10:50:15,6045,29,0
2024-07-18 10:50:15,1278,34,0
2024-07-18 10:50:15,4129593,34,0
2024-07-18 10:50:16,7632,31,0
2024-07-18 10:50:16,1278,34,0
2024-07-18 10:50:16,2225491,34,0
2024-07-18 10:50:17,3846,29,0
2024-07-18 10:50:17,2637509,34,0
2024-07-18 10:50:18,3549,29,0
2024-07-18 10:50:18,2662695,34,0
2024-07-18 10:50:19,5930,29,0
2024-07-18 10:50:19,1278,34,0
2024-07-18 10:50:19,3627566,34,0
2024-07-18 10:50:20,6179,29,0
2024-07-18 10:50:20,1278,34,0
2024-07-18 10:50:20,1672116,34,0
2024-07-18 10:50:21,4613,31,0
2024-07-18 10:50:21,3055535,34,0
2024-07-18 10:50:22,9354,30,0
2024-07-18 10:50:22,1278,34,0
2024-07-18 10:50:22,4115947,34,0
2024-07-18 10:50:23,2810,28,0
2024-07-18 10:50:23,902464,34,0
2024-07-18 10:50:39,3547,31,0
2024-07-18 10:50:39,2092,29,0
2024-07-18 10:50:39,4330,30,0
2024-07-18 10:50:39,2374,31,0
2024-07-18 10:50:39,2659,40,0
2024-07-18 10:50:39,459466,34,0
2024-07-18 10:50:40,476,35,0
2024-07-18 10:50:40,13674,30,0
